HGNC ID,Approved symbol,Approved name,Status,Locus type,NCBI Gene ID(supplied by NCBI),OMIM ID(supplied by OMIM),,,,
HGNC:10454,RRM2P2,ribonucleotide reductase M2 polypeptide pseudogene 2,Approved,pseudogene,6244,,,,,
HGNC:10455,RRM2P3,ribonucleotide reductase M2 polypeptide pseudogene 3,Approved,pseudogene,100420159,,,,,
HGNC:10456,RRM2P4,ribonucleotide reductase M2 polypeptide pseudogene 4,Approved,pseudogene,6246,,,,,
HGNC:30346,RRN3,RRN3 homolog, RNA polymerase I transcription factor,Approved,gene with protein product,54700,605121,,,
HGNC:30548,RRN3P1,RRN3 pseudogene 1,Approved,pseudogene,730092,,,,,
HGNC:37619,RRN3P2,RRN3 pseudogene 2,Approved,pseudogene,653390,,,,,
HGNC:37620,RRN3P3,RRN3 pseudogene 3,Approved,pseudogene,100131998,,,,,
HGNC:54536,RRN3P4,RRN3 pseudogene 4,Approved,pseudogene,100129955,,,,,
HGNC:18785,RRP1,ribosomal RNA processing 1,Approved,gene with protein product,8568,610653,,,,
HGNC:23818,RRP1B,ribosomal RNA processing 1B,Approved,gene with protein product,23076,610654,,,,
HGNC:24286,RRP7A,ribosomal RNA processing 7 homolog A,Approved,gene with protein product,27341,619449,,,,
HGNC:30454,RRP7BP,ribosomal RNA processing 7 homolog B, pseudogene,Approved,pseudogene,91695,,,,
HGNC:29030,RRP8,ribosomal RNA processing 8,Approved,gene with protein product,23378,615818,,,,
HGNC:16829,RRP9,ribosomal RNA processing 9, U3 small nucleolar RNA binding protein,Approved,gene with protein product,9136,620013,,,
HGNC:29100,RRP12,ribosomal RNA processing 12 homolog,Approved,gene with protein product,23223,617723,,,,
HGNC:24255,RRP15,ribosomal RNA processing 15 homolog,Approved,gene with protein product,51018,611193,,,,
HGNC:21374,RRP36,ribosomal RNA processing 36,Approved,gene with protein product,88745,613475,,,,
HGNC:17083,RRS1,ribosome biogenesis regulator 1 homolog,Approved,gene with protein product,23212,618311,,,,
HGNC:50465,RRS1-DT,RRS1 divergent transcript,Approved,RNA, long non-coding,100505676,,,,
HGNC:10457,RS1,retinoschisin 1,Approved,gene with protein product,6247,300839,,,,
HGNC:25634,RSAD1,radical S-adenosyl methionine domain containing 1,Approved,gene with protein product,55316,,,,,
HGNC:30908,RSAD2,radical S-adenosyl methionine domain containing 2,Approved,gene with protein product,91543,607810,,,,
HGNC:25642,RSBN1,round spermatid basic protein 1,Approved,gene with protein product,54665,615858,,,,
HGNC:24765,RSBN1L,round spermatid basic protein 1 like,Approved,gene with protein product,222194,,,,,
HGNC:10458,RSC1A1,regulator of solute carriers 1,Approved,gene with protein product,6248,601966,,,,
HGNC:18118,RSF1,remodeling and spacing factor 1,Approved,gene with protein product,51773,608522,,,,
HGNC:41439,RSF1-IT1,RSF1 intronic transcript 1,Approved,RNA, long non-coding,100874308,,,,
HGNC:41438,RSF1-IT2,RSF1 intronic transcript 2,Approved,RNA, long non-coding,100874307,,,,
HGNC:26314,RSKR,ribosomal protein S6 kinase related,Approved,gene with protein product,124923,,,,,
HGNC:24534,RSL1D1,ribosomal L1 domain containing 1,Approved,gene with protein product,26156,615874,,,,
HGNC:55337,RSL1D1-DT,RSL1D1 divergent transcript,Approved,RNA, long non-coding,105371084,,,,
HGNC:18479,RSL24D1,ribosomal L24 domain containing 1,Approved,gene with protein product,51187,613262,,,,
HGNC:13979,RSL24D1P1,ribosomal L24 domain containing 1 pseudogene 1,Approved,pseudogene,100129755,,,,,
HGNC:37867,RSL24D1P2,ribosomal L24 domain containing 1 pseudogene 2,Approved,pseudogene,100129162,,,,,
HGNC:37883,RSL24D1P3,ribosomal L24 domain containing 1 pseudogene 3,Approved,pseudogene,100130721,,,,,
HGNC:37884,RSL24D1P4,ribosomal L24 domain containing 1 pseudogene 4,Approved,pseudogene,391183,,,,,
HGNC:37870,RSL24D1P5,ribosomal L24 domain containing 1 pseudogene 5,Approved,pseudogene,100129941,,,,,
HGNC:37876,RSL24D1P6,ribosomal L24 domain containing 1 pseudogene 6,Approved,pseudogene,140757,,,,,
HGNC:37877,RSL24D1P7,ribosomal L24 domain containing 1 pseudogene 7,Approved,pseudogene,100129861,,,,,
HGNC:37873,RSL24D1P8,ribosomal L24 domain containing 1 pseudogene 8,Approved,pseudogene,100462809,,,,,
HGNC:37880,RSL24D1P9,ribosomal L24 domain containing 1 pseudogene 9,Approved,pseudogene,100128991,,,,,
HGNC:37875,RSL24D1P10,ribosomal L24 domain containing 1 pseudogene 10,Approved,pseudogene,100130699,,,,,
HGNC:37881,RSL24D1P11,ribosomal L24 domain containing 1 pseudogene 11,Approved,pseudogene,284288,,,,,
HGNC:12371,RSPH1,radial spoke head component 1,Approved,gene with protein product,89765,609314,,,,
HGNC:55644,RSPH1-DT,RSPH1 divergent transcript,Approved,RNA, long non-coding,101930094,,,,
HGNC:21054,RSPH3,radial spoke head 3,Approved,gene with protein product,83861,615876,,,,
HGNC:21558,RSPH4A,radial spoke head component 4A,Approved,gene with protein product,345895,612647,,,,
HGNC:14241,RSPH6A,radial spoke head 6 homolog A,Approved,gene with protein product,81492,607548,,,,
HGNC:21057,RSPH9,radial spoke head component 9,Approved,gene with protein product,221421,612648,,,,
HGNC:27362,RSPH10B,radial spoke head 10 homolog B,Approved,gene with protein product,222967,,,,,
HGNC:34385,RSPH10B2,radial spoke head 10 homolog B2,Approved,gene with protein product,728194,,,,,
HGNC:13437,RSPH14,radial spoke head 14 homolog,Approved,gene with protein product,27156,605663,,,,
HGNC:21679,RSPO1,R-spondin 1,Approved,gene with protein product,284654,609595,,,,
HGNC:28583,RSPO2,R-spondin 2,Approved,gene with protein product,340419,610575,,,,
HGNC:20866,RSPO3,R-spondin 3,Approved,gene with protein product,84870,610574,,,,
HGNC:16175,RSPO4,R-spondin 4,Approved,gene with protein product,343637,610573,,,,
HGNC:29420,RSPRY1,ring finger and SPRY domain containing 1,Approved,gene with protein product,89970,616585,,,,
HGNC:24152,RSRC1,arginine and serine rich coiled-coil 1,Approved,gene with protein product,51319,613352,,,,
HGNC:30559,RSRC2,arginine and serine rich coiled-coil 2,Approved,gene with protein product,65117,619996,,,,
HGNC:25234,RSRP1,arginine and serine rich protein 1,Approved,gene with protein product,57035,620030,,,,
HGNC:10464,RSU1,Ras suppressor protein 1,Approved,gene with protein product,6251,179555,,,,
HGNC:31114,RSU1P1,Ras suppressor protein 1 pseudogene 1,Approved,pseudogene,100129622,,,,,
HGNC:44391,RSU1P2,Ras suppressor protein 1 pseudogene 2,Approved,pseudogene,100133308,,,,,
HGNC:44392,RSU1P3,Ras suppressor protein 1 pseudogene 3,Approved,pseudogene,100419964,,,,,
HGNC:30310,RTBDN,retbindin,Approved,gene with protein product,83546,609553,,,,
HGNC:17981,RTCA,RNA 3'-terminal phosphate cyclase,Approved,gene with protein product,8634,611286,,,,
HGNC:50573,RTCA-AS1,RTCA antisense RNA 1,Approved,RNA, long non-coding,100506007,,,,
HGNC:26935,RTCB,RNA 2',3'-cyclic phosphate and 5'-OH ligase,Approved,gene with protein product,51493,613901,,,
HGNC:15888,RTEL1,regulator of telomere elongation helicase 1,Approved,gene with protein product,51750,608833,,,,
HGNC:44095,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate),Approved,readthrough,100533107,,,,,
HGNC:44213,RTEL1P1,regulator of telomere elongation helicase 1 pseudogene 1,Approved,pseudogene,100421429,,,,,
HGNC:28996,RTF1,RTF1 homolog, Paf1/RNA polymerase II complex component,Approved,gene with protein product,23168,611633,,,
HGNC:15890,RTF2,replication termination factor 2,Approved,gene with protein product,51507,,,,,
HGNC:10466,RTKN,rhotekin,Approved,gene with protein product,6242,602288,,,,
HGNC:19364,RTKN2,rhotekin 2,Approved,gene with protein product,219790,618450,,,,
HGNC:14665,RTL1,retrotransposon Gag like 1,Approved,gene with protein product,388015,611896,,,,
HGNC:22997,RTL3,retrotransposon Gag like 3,Approved,gene with protein product,203430,,,,,
HGNC:25214,RTL4,retrotransposon Gag like 4,Approved,gene with protein product,340595,,,,,
HGNC:29430,RTL5,retrotransposon Gag like 5,Approved,gene with protein product,340526,,,,,
HGNC:13343,RTL6,retrotransposon Gag like 6,Approved,gene with protein product,84247,,,,,
HGNC:24514,RTL8A,retrotransposon Gag like 8A,Approved,gene with protein product,26071,,,,,
HGNC:33156,RTL8B,retrotransposon Gag like 8B,Approved,gene with protein product,441518,,,,,
HGNC:2569,RTL8C,retrotransposon Gag like 8C,Approved,gene with protein product,8933,300213,,,,
HGNC:29245,RTL9,retrotransposon Gag like 9,Approved,gene with protein product,57529,300965,,,,
HGNC:26112,RTL10,retrotransposon Gag like 10,Approved,gene with protein product,79680,,,,,
HGNC:10467,RTN1,reticulon 1,Approved,gene with protein product,6252,600865,,,,
HGNC:10468,RTN2,reticulon 2,Approved,gene with protein product,6253,603183,,,,
HGNC:10469,RTN3,reticulon 3,Approved,gene with protein product,10313,604249,,,,
HGNC:19212,RTN3P1,reticulon 3 pseudogene 1,Approved,pseudogene,152905,,,,,
HGNC:14085,RTN4,reticulon 4,Approved,gene with protein product,57142,604475,,,,
HGNC:18647,RTN4IP1,reticulon 4 interacting protein 1,Approved,gene with protein product,84816,610502,,,,
HGNC:18601,RTN4R,reticulon 4 receptor,Approved,gene with protein product,65078,605566,,,,
HGNC:21329,RTN4RL1,reticulon 4 receptor like 1,Approved,gene with protein product,146760,610461,,,,
HGNC:23053,RTN4RL2,reticulon 4 receptor like 2,Approved,gene with protein product,349667,610462,,,,
HGNC:28580,RTP1,receptor transporter protein 1,Approved,gene with protein product,132112,609137,,,,
HGNC:32486,RTP2,receptor transporter protein 2,Approved,gene with protein product,344892,609138,,,,
HGNC:15572,RTP3,receptor transporter protein 3,Approved,gene with protein product,83597,607181,,,,
HGNC:23992,RTP4,receptor transporter protein 4,Approved,gene with protein product,64108,609350,,,,
HGNC:26585,RTP5,receptor transporter protein 5 (putative),Approved,gene with protein product,285093,,,,,
HGNC:23169,RTRAF,RNA transcription, translation and transport factor,Approved,gene with protein product,51637,610858,,,
HGNC:54647,RTRAFP1,RTRAF pseudogene 1,Approved,pseudogene,100420892,,,,,
HGNC:54648,RTRAFP2,RTRAF pseudogene 2,Approved,pseudogene,100420911,,,,,
HGNC:18654,RTTN,rotatin,Approved,gene with protein product,25914,610436,,,,
HGNC:28991,RUBCN,rubicon autophagy regulator,Approved,gene with protein product,9711,613516,,,,
HGNC:20420,RUBCNL,rubicon like autophagy enhancer,Approved,gene with protein product,80183,620175,,,,
HGNC:19760,RUFY1,RUN and FYVE domain containing 1,Approved,gene with protein product,80230,610327,,,,
HGNC:40903,RUFY1-AS1,RUFY1 antisense RNA 1,Approved,RNA, long non-coding,101928445,,,,
HGNC:19761,RUFY2,RUN and FYVE domain containing 2,Approved,gene with protein product,55680,610328,,,,
HGNC:30285,RUFY3,RUN and FYVE domain containing 3,Approved,gene with protein product,22902,611194,,,,
HGNC:24804,RUFY4,RUN and FYVE domain containing 4,Approved,gene with protein product,285180,,,,,
HGNC:25418,RUNDC1,RUN domain containing 1,Approved,gene with protein product,146923,619250,,,,
HGNC:16984,RUNDC3A,RUN domain containing 3A,Approved,gene with protein product,10900,605448,,,,
HGNC:51344,RUNDC3A-AS1,RUNDC3A antisense RNA 1,Approved,RNA, long non-coding,101926996,,,,
HGNC:30286,RUNDC3B,RUN domain containing 3B,Approved,gene with protein product,154661,617295,,,,
HGNC:10471,RUNX1,RUNX family transcription factor 1,Approved,gene with protein product,861,151385,,,,
HGNC:16623,RUNX1-IT1,RUNX1 intronic transcript 1,Approved,RNA, long non-coding,80215,,,,
HGNC:1535,RUNX1T1,RUNX1 partner transcriptional co-repressor 1,Approved,gene with protein product,862,133435,,,,
HGNC:10472,RUNX2,RUNX family transcription factor 2,Approved,gene with protein product,860,600211,,,,
HGNC:53512,RUNX2-AS1,RUNX2 antisense RNA 1,Approved,RNA, long non-coding,105375077,,,,
HGNC:10473,RUNX3,RUNX family transcription factor 3,Approved,gene with protein product,864,600210,,,,
HGNC:40513,RUNX3-AS1,RUNX3 antisense RNA 1,Approved,RNA, long non-coding,105376878,,,,
HGNC:17153,RUSC1,RUN and SH3 domain containing 1,Approved,gene with protein product,23623,617318,,,,
HGNC:26680,RUSC1-AS1,RUSC1 antisense RNA 1,Approved,RNA, long non-coding,284618,,,,
HGNC:23625,RUSC2,RUN and SH3 domain containing 2,Approved,gene with protein product,9853,611053,,,,
HGNC:25848,RUSF1,RUS family member 1,Approved,gene with protein product,64755,,,,,
HGNC:56038,RUSF1-DT,RUSF1 divergent transcript,Approved,RNA, long non-coding,123706528,,,,
HGNC:10474,RUVBL1,RuvB like AAA ATPase 1,Approved,gene with protein product,8607,603449,,,,
HGNC:40514,RUVBL1-AS1,RUVBL1 antisense RNA 1,Approved,RNA, long non-coding,100874089,,,,
HGNC:10475,RUVBL2,RuvB like AAA ATPase 2,Approved,gene with protein product,10856,604788,,,,
HGNC:55128,RUVBL2P1,RUVBL2 pseudogene 1,Approved,pseudogene,392538,,,,,
HGNC:20993,RWDD1,RWD domain containing 1,Approved,gene with protein product,51389,,,,,
HGNC:31055,RWDD1P1,RWD domain containing 1 pseudogene 1,Approved,pseudogene,404551,,,,,
HGNC:31794,RWDD1P3,RWD domain containing 1 pseudogene 3,Approved,pseudogene,727789,,,,,
HGNC:21385,RWDD2A,RWD domain containing 2A,Approved,gene with protein product,112611,,,,,
HGNC:1302,RWDD2B,RWD domain containing 2B,Approved,gene with protein product,10069,617843,,,,
HGNC:21393,RWDD3,RWD domain containing 3,Approved,gene with protein product,25950,615875,,,,
HGNC:55839,RWDD3-DT,RWDD3 divergent transcript,Approved,RNA, long non-coding,101928118,,,,
HGNC:23750,RWDD4,RWD domain containing 4,Approved,gene with protein product,201965,,,,,
HGNC:23753,RWDD4P1,RWD domain containing 4 pseudogene 1,Approved,pseudogene,100419903,,,,,
HGNC:23754,RWDD4P2,RWD domain containing 4 pseudogene 2,Approved,pseudogene,647009,,,,,
HGNC:19718,RXFP1,relaxin family peptide receptor 1,Approved,gene with protein product,59350,606654,,,,
HGNC:17318,RXFP2,relaxin family peptide receptor 2,Approved,gene with protein product,122042,606655,,,,
HGNC:24883,RXFP3,relaxin family peptide receptor 3,Approved,gene with protein product,51289,609445,,,,
HGNC:14666,RXFP4,relaxin family peptide/INSL5 receptor 4,Approved,gene with protein product,339403,609043,,,,
HGNC:10477,RXRA,retinoid X receptor alpha,Approved,gene with protein product,6256,180245,,,,
HGNC:10478,RXRB,retinoid X receptor beta,Approved,gene with protein product,6257,180246,,,,
HGNC:10479,RXRG,retinoid X receptor gamma,Approved,gene with protein product,6258,180247,,,,
HGNC:13530,RXYLT1,ribitol xylosyltransferase 1,Approved,gene with protein product,10329,605862,,,,
HGNC:48910,RXYLT1-AS1,RXYLT1 antisense RNA 1,Approved,RNA, long non-coding,104169670,,,,
HGNC:10480,RYBP,RING1 and YY1 binding protein,Approved,gene with protein product,23429,607535,,,,
HGNC:10481,RYK,receptor like tyrosine kinase,Approved,gene with protein product,6259,600524,,,,
HGNC:10482,RYKP1,RYK pseudogene 1,Approved,pseudogene,6260,,,,,
HGNC:10483,RYR1,ryanodine receptor 1,Approved,gene with protein product,6261,180901,,,,
HGNC:10484,RYR2,ryanodine receptor 2,Approved,gene with protein product,6262,180902,,,,
HGNC:10485,RYR3,ryanodine receptor 3,Approved,gene with protein product,6263,180903,,,,
HGNC:51417,RYR3-DT,RYR3 divergent transcript,Approved,RNA, long non-coding,101928134,,,,
HGNC:3165,S1PR1,sphingosine-1-phosphate receptor 1,Approved,gene with protein product,1901,601974,,,,
HGNC:55842,S1PR1-DT,S1PR1 divergent transcript,Approved,RNA, long non-coding,101928370,,,,
HGNC:3169,S1PR2,sphingosine-1-phosphate receptor 2,Approved,gene with protein product,9294,605111,,,,
HGNC:3167,S1PR3,sphingosine-1-phosphate receptor 3,Approved,gene with protein product,1903,601965,,,,
HGNC:3170,S1PR4,sphingosine-1-phosphate receptor 4,Approved,gene with protein product,8698,603751,,,,
HGNC:14299,S1PR5,sphingosine-1-phosphate receptor 5,Approved,gene with protein product,53637,605146,,,,
HGNC:10486,S100A1,S100 calcium binding protein A1,Approved,gene with protein product,6271,176940,,,,
HGNC:10492,S100A2,S100 calcium binding protein A2,Approved,gene with protein product,6273,176993,,,,
HGNC:10493,S100A3,S100 calcium binding protein A3,Approved,gene with protein product,6274,176992,,,,
HGNC:10494,S100A4,S100 calcium binding protein A4,Approved,gene with protein product,6275,114210,,,,
HGNC:10495,S100A5,S100 calcium binding protein A5,Approved,gene with protein product,6276,176991,,,,
HGNC:10496,S100A6,S100 calcium binding protein A6,Approved,gene with protein product,6277,114110,,,,
HGNC:10497,S100A7,S100 calcium binding protein A7,Approved,gene with protein product,6278,600353,,,,
HGNC:21657,S100A7A,S100 calcium binding protein A7A,Approved,gene with protein product,338324,617427,,,,
HGNC:21655,S100A7L2,S100 calcium binding protein A7 like 2,Approved,unknown,645922,,,,,
HGNC:21654,S100A7P1,S100 calcium binding protein A7 pseudogene 1,Approved,pseudogene,127481,,,,,
HGNC:21656,S100A7P2,S100 calcium binding protein A7 pseudogene 2,Approved,pseudogene,375027,,,,,
HGNC:10498,S100A8,S100 calcium binding protein A8,Approved,gene with protein product,6279,123885,,,,
HGNC:10499,S100A9,S100 calcium binding protein A9,Approved,gene with protein product,6280,123886,,,,
HGNC:10487,S100A10,S100 calcium binding protein A10,Approved,gene with protein product,6281,114085,,,,
HGNC:10488,S100A11,S100 calcium binding protein A11,Approved,gene with protein product,6282,603114,,,,
HGNC:10491,S100A11P1,S100A11 pseudogene 1,Approved,pseudogene,729659,,,,,
HGNC:37840,S100A11P2,S100A11 pseudogene 2,Approved,pseudogene,347701,,,,,
HGNC:37842,S100A11P3,S100A11 pseudogene 3,Approved,pseudogene,645474,,,,,
HGNC:37841,S100A11P4,S100A11 pseudogene 4,Approved,pseudogene,100506938,,,,,
HGNC:54954,S100A11P5,S100A11 pseudogene 5,Approved,pseudogene,107985628,,,,,
HGNC:54955,S100A11P6,S100A11 pseudogene 6,Approved,pseudogene,107985718,,,,,
HGNC:54956,S100A11P7,S100A11 pseudogene 7,Approved,pseudogene,107985639,,,,,
HGNC:54957,S100A11P8,S100A11 pseudogene 8,Approved,pseudogene,107985660,,,,,
HGNC:54958,S100A11P9,S100A11 pseudogene 9,Approved,pseudogene,107985655,,,,,
HGNC:54961,S100A11P10,S100A11 pseudogene 10,Approved,pseudogene,107987333,,,,,
HGNC:10489,S100A12,S100 calcium binding protein A12,Approved,gene with protein product,6283,603112,,,,
HGNC:10490,S100A13,S100 calcium binding protein A13,Approved,gene with protein product,6284,601989,,,,
HGNC:18901,S100A14,S100 calcium binding protein A14,Approved,gene with protein product,57402,607986,,,,
HGNC:53871,S100A15A,S100 calcium binding protein A15A (pseudogene),Approved,pseudogene,112488748,,,,,
HGNC:20441,S100A16,S100 calcium binding protein A16,Approved,gene with protein product,140576,617437,,,,
HGNC:10500,S100B,S100 calcium binding protein B,Approved,gene with protein product,6285,176990,,,,
HGNC:1436,S100G,S100 calcium binding protein G,Approved,gene with protein product,795,302020,,,,
HGNC:10504,S100P,S100 calcium binding protein P,Approved,gene with protein product,6286,600614,,,,
HGNC:25768,S100PBP,S100P binding protein,Approved,gene with protein product,64766,611889,,,,
HGNC:30367,S100Z,S100 calcium binding protein Z,Approved,gene with protein product,170591,610103,,,,
HGNC:10513,SAA1,serum amyloid A1,Approved,gene with protein product,6288,104750,,,,
HGNC:10514,SAA2,serum amyloid A2,Approved,gene with protein product,6289,104751,,,,
HGNC:39550,SAA2-SAA4,SAA2-SAA4 readthrough,Approved,readthrough,100528017,,,,,
HGNC:10515,SAA3P,serum amyloid A3, pseudogene,Approved,pseudogene,6290,,,,
HGNC:10516,SAA4,serum amyloid A4, constitutive,Approved,gene with protein product,6291,104752,,,
HGNC:25158,SAAL1,serum amyloid A like 1,Approved,gene with protein product,113174,,,,,
HGNC:30179,SAC3D1,SAC3 domain containing 1,Approved,gene with protein product,29901,618796,,,,
HGNC:17059,SACM1L,SAC1 like phosphatidylinositide phosphatase,Approved,gene with protein product,22908,606569,,,,
HGNC:10519,SACS,sacsin molecular chaperone,Approved,gene with protein product,26278,604490,,,,
HGNC:39835,SACS-AS1,SACS antisense RNA 1,Approved,RNA, long non-coding,100506680,,,,
HGNC:30660,SAE1,SUMO1 activating enzyme subunit 1,Approved,gene with protein product,10055,613294,,,,
HGNC:10520,SAFB,scaffold attachment factor B,Approved,gene with protein product,6294,602895,,,,
HGNC:21605,SAFB2,scaffold attachment factor B2,Approved,gene with protein product,9667,608066,,,,
HGNC:10521,SAG,S-antigen visual arrestin,Approved,gene with protein product,6295,181031,,,,
HGNC:30369,SAGE1,sarcoma antigen 1,Approved,gene with protein product,55511,300359,,,,
HGNC:51337,SAGE2P,sarcoma antigen 2, pseudogene,Approved,pseudogene,644717,,,,
HGNC:51338,SAGE3P,sarcoma antigen 3, pseudogene,Approved,pseudogene,100419054,,,,
HGNC:51339,SAGE4P,sarcoma antigen 4, pseudogene,Approved,pseudogene,442465,,,,
HGNC:10524,SALL1,spalt like transcription factor 1,Approved,gene with protein product,6299,602218,,,,
HGNC:10525,SALL1P1,spalt like transcription factor 1 pseudogene 1,Approved,pseudogene,139163,,,,,
HGNC:10526,SALL2,spalt like transcription factor 2,Approved,gene with protein product,6297,602219,,,,
HGNC:10527,SALL3,spalt like transcription factor 3,Approved,gene with protein product,27164,605079,,,,
HGNC:15924,SALL4,spalt like transcription factor 4,Approved,gene with protein product,57167,607343,,,,
HGNC:39818,SALL4P1,spalt like transcription factor 4 pseudogene 1,Approved,pseudogene,100419717,,,,,
HGNC:39819,SALL4P2,spalt like transcription factor 4 pseudogene 2,Approved,pseudogene,100130259,,,,,
HGNC:39820,SALL4P3,spalt like transcription factor 4 pseudogene 3,Approved,pseudogene,100131046,,,,,
HGNC:39821,SALL4P4,spalt like transcription factor 4 pseudogene 4,Approved,pseudogene,100419855,,,,,
HGNC:39822,SALL4P5,spalt like transcription factor 4 pseudogene 5,Approved,pseudogene,100130785,,,,,
HGNC:39823,SALL4P6,spalt like transcription factor 4 pseudogene 6,Approved,pseudogene,391530,,,,,
HGNC:43900,SALL4P7,spalt like transcription factor 4 pseudogene 7,Approved,pseudogene,390483,,,,,
HGNC:49001,SALRNA1,senescence associated long non-coding RNA 1,Approved,RNA, long non-coding,104548971,,,,
HGNC:49003,SALRNA2,senescence associated long non-coding RNA 2,Approved,RNA, long non-coding,104548973,,,,
HGNC:49002,SALRNA3,senescence associated long non-coding RNA 3,Approved,RNA, long non-coding,104548972,,,,
HGNC:17958,SAMD1,sterile alpha motif domain containing 1,Approved,gene with protein product,90378,,,,,
HGNC:21574,SAMD3,sterile alpha motif domain containing 3,Approved,gene with protein product,154075,,,,,
HGNC:23023,SAMD4A,sterile alpha motif domain containing 4A,Approved,gene with protein product,23034,610747,,,,
HGNC:54803,SAMD4A-AS1,SAMD4A antisense RNA 1,Approved,RNA, long non-coding,729451,,,,
HGNC:25492,SAMD4B,sterile alpha motif domain containing 4B,Approved,gene with protein product,55095,619231,,,,
HGNC:21180,SAMD5,sterile alpha motif domain containing 5,Approved,gene with protein product,389432,,,,,
HGNC:25394,SAMD7,sterile alpha motif domain containing 7,Approved,gene with protein product,344658,,,,,
HGNC:26320,SAMD8,sterile alpha motif domain containing 8,Approved,gene with protein product,142891,611575,,,,
HGNC:1348,SAMD9,sterile alpha motif domain containing 9,Approved,gene with protein product,54809,610456,,,,
HGNC:1349,SAMD9L,sterile alpha motif domain containing 9 like,Approved,gene with protein product,219285,611170,,,,
HGNC:16129,SAMD10,sterile alpha motif domain containing 10,Approved,gene with protein product,140700,,,,,
HGNC:28706,SAMD11,sterile alpha motif domain containing 11,Approved,gene with protein product,148398,616765,,,,
HGNC:44473,SAMD11P1,sterile alpha motif domain containing 11 pseudogene 1,Approved,pseudogene,100421331,,,,,
HGNC:31750,SAMD12,sterile alpha motif domain containing 12,Approved,gene with protein product,401474,618073,,,,
HGNC:30937,SAMD12-AS1,SAMD12 antisense RNA 1,Approved,RNA, long non-coding,552860,,,,
HGNC:24582,SAMD13,sterile alpha motif domain containing 13,Approved,gene with protein product,148418,,,,,
HGNC:27312,SAMD14,sterile alpha motif domain containing 14,Approved,gene with protein product,201191,619233,,,,
HGNC:18631,SAMD15,sterile alpha motif domain containing 15,Approved,gene with protein product,161394,,,,,
HGNC:15925,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,Approved,gene with protein product,25939,606754,,,,
HGNC:24276,SAMM50,SAMM50 sorting and assembly machinery component,Approved,gene with protein product,25813,612058,,,,
HGNC:49778,SAMM50P1,SAMM50 sorting and assembly machinery component pseudogene 1,Approved,pseudogene,100271893,,,,,
HGNC:49644,SAMMSON,survival associated mitochondrial melanoma specific oncogenic non-coding RNA,Approved,RNA, long non-coding,101927152,616895,,,
HGNC:10528,SAMSN1,SAM domain, SH3 domain and nuclear localization signals 1,Approved,gene with protein product,64092,607978,,,
HGNC:39599,SAMSN1-AS1,SAMSN1 antisense RNA 1,Approved,RNA, long non-coding,100874190,,,,
HGNC:29387,SANBR,SANT and BTB domain regulator of CSR,Approved,gene with protein product,84542,,,,,
HGNC:10530,SAP18,Sin3A associated protein 18,Approved,gene with protein product,10284,602949,,,,
HGNC:51567,SAP18P1,SAP18 pseudogene 1,Approved,pseudogene,106480689,,,,,
HGNC:51568,SAP18P2,SAP18 pseudogene 2,Approved,pseudogene,442060,,,,,
HGNC:51569,SAP18P3,SAP18 pseudogene 3,Approved,pseudogene,106660616,,,,,
HGNC:41908,SAP25,Sin3A associated protein 25,Approved,gene with protein product,100316904,619230,,,,
HGNC:10532,SAP30,Sin3A associated protein 30,Approved,gene with protein product,8819,603378,,,,
HGNC:54424,SAP30-DT,SAP30 divergent transcript,Approved,RNA, long non-coding,105377540,,,,
HGNC:30785,SAP30BP,SAP30 binding protein,Approved,gene with protein product,29115,610218,,,,
HGNC:25663,SAP30L,SAP30 like,Approved,gene with protein product,79685,610398,,,,
HGNC:26760,SAP30L-AS1,SAP30L antisense RNA 1 (head to head),Approved,RNA, long non-coding,386627,,,,
HGNC:56560,SAP30P1,SAP30 pseudogene 1,Approved,pseudogene,677762,,,,,
HGNC:29813,SAP130,Sin3A associated protein 130,Approved,gene with protein product,79595,609697,,,,
HGNC:13938,SAPCD1,suppressor APC domain containing 1,Approved,gene with protein product,401251,,,,,
HGNC:39824,SAPCD1-AS1,SAPCD1 antisense RNA 1,Approved,RNA, long non-coding,104413891,,,,
HGNC:28055,SAPCD2,suppressor APC domain containing 2,Approved,gene with protein product,89958,612057,,,,
HGNC:51277,SAPCD2P1,suppressor APC domain containing 2 pseudogene 1,Approved,pseudogene,442320,,,,,
HGNC:51278,SAPCD2P2,suppressor APC domain containing 2 pseudogene 2,Approved,pseudogene,442317,,,,,
HGNC:51279,SAPCD2P3,suppressor APC domain containing 2 pseudogene 3,Approved,pseudogene,643353,,,,,
HGNC:51280,SAPCD2P4,suppressor APC domain containing 2 pseudogene 4,Approved,pseudogene,442318,,,,,
HGNC:10534,SAR1A,secretion associated Ras related GTPase 1A,Approved,gene with protein product,56681,607691,,,,
HGNC:13983,SAR1AP1,secretion associated Ras related GTPase 1A pseudogene 1,Approved,pseudogene,646260,,,,,
HGNC:20770,SAR1AP2,secretion associated Ras related GTPase 1A pseudogene 2,Approved,pseudogene,641312,,,,,
HGNC:32317,SAR1AP3,secretion associated Ras related GTPase 1A pseudogene 3,Approved,pseudogene,344988,,,,,
HGNC:37638,SAR1AP4,secretion associated Ras related GTPase 1A pseudogene 4,Approved,pseudogene,100132322,,,,,
